Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Total	Inc-GST Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C10373	30/09/2008	Gay Hubbard	I	CI/3	6000.000	Hamilton This Week - Job 7866 - Delivery 18 Sep 2008 - 75 grams. Includes folding fee 0.0100 cents. 	0.0808	0.0909	484.800	Hamilton This Week	S	60.60	I	106
C10373	30/09/2008	Gay Hubbard	I	CI/4	6000.000	Hamilton This Week - Job 7867 - Delivery 25 Sep 2008 - 90 grams. Includes folding fee 0.0100 cents. 	0.0808	0.0909	484.800	Hamilton This Week	S	60.60	I	106
C10373	30/09/2008	Gay Hubbard	I	FS	1939.200	Fuel Surcharge	0.0700	0.0788	135.744	Hamilton This Week	S	16.97	I	106

C10374	30/09/2008		I	CI/1	2595.000	Lawrences FLyer - Job 8107 - Delivery 18 Sep 2008 - 25 grams.  	0.0713	0.0802	185.024	Lawrences FLyer	S	23.13	I	106
C10374	30/09/2008		I	FS	185.024	Fuel Surcharge	0.0700	0.0788	12.952	Lawrences FLyer	S	1.62	I	106

C10375	30/09/2008	10402	I	CI/1	1512.000	Rural Advocate - Job 7905 - Delivery 19 Sep 2008 - 171 grams. Includes folding fee 0.0100 cents. 	0.1150	0.1294	173.880	Rural Advocate	S	21.74	I	106
C10375	30/09/2008	10402	I	FS	173.880	Fuel Surcharge	0.0700	0.0788	12.172	Rural Advocate	S	1.52	I	106

C10376	30/09/2008		I	CI/1	3505.000	Te Puke Times - Job 7860 - Delivery 03 Sep 2008 - 120 grams.  	0.0900	0.1012	315.450	Te Puke Times	S	39.43	I	106
C10376	30/09/2008		I	CI/2	3505.000	Te Puke Times - Job 7861 - Delivery 10 Sep 2008 - 75 grams.  	0.0800	0.0900	280.400	Te Puke Times	S	35.05	I	106
C10376	30/09/2008		I	CI/3	3505.000	Te Puke Times - Job 7862 - Delivery 17 Sep 2008 - 120 grams.  	0.0900	0.1012	315.450	Te Puke Times	S	39.43	I	106
C10376	30/09/2008		I	CI/4	3505.000	Te Puke Times - Job 7863 - Delivery 24 Sep 2008 - 75 grams.  	0.0800	0.0900	280.400	Te Puke Times	S	35.05	I	106
C10376	30/09/2008		I	FS	1191.700	Fuel Surcharge	0.0700	0.0788	83.419	Te Puke Times	S	10.43	I	106

C10377	30/09/2008		I	CI/1	3260.000	Tauranga District Maps - Job 7415 - Delivery IOA - 100 grams.  	0.1000	0.1125	326.000	Tauranga District Maps	S	40.75	I	107
C10377	30/09/2008		I	FS	326.000	Fuel Surcharge	0.0700	0.0788	22.820	Tauranga District Maps	S	2.85	I	107

C10378	30/09/2008		I	CI/1	650.000	West Coast Post Cards - Job 8110 - Delivery 15 Sep 2008 - 10 grams.  	0.0700	0.0788	45.500	West Coast Post Cards	S	5.69	I	107
C10378	30/09/2008		I	FS	45.500	Fuel Surcharge	0.0700	0.0788	3.185	West Coast Post Cards	S	0.40	I	107

C10379	30/09/2008		I	CI/1	16082.000	Bayleys Quarterly LNI - Job 7910 - Delivery IOA - 0 grams.  	0.1250	0.1406	2010.250	Bayleys Quarterly LNI	S	251.28	I	111
C10379	30/09/2008		I	FS	2010.250	Fuel Surcharge	0.0700	0.0788	140.718	Bayleys Quarterly LNI	S	17.59	I	111

C10380	30/09/2008		I	CI/1	3966.000	Provincial Property Update by Peter Barnett - Job 8138 - Delivery 23 Sep 2008 - 15 grams.  	0.0850	0.0956	337.110	Provincial Property Update by Peter Barnett	S	42.14	I	111
C10380	30/09/2008		I	FS	337.110	Fuel Surcharge	0.0700	0.0788	23.598	Provincial Property Update by Peter Barnett	S	2.95	I	111

C10381	30/09/2008		I	CI/1	1000.000	Bill Milham Post Cards - Job 8122 - Delivery 12 Sep 2008 - 10 grams.  	0.0700	0.0788	70.000	Bill Milham Post Cards	S	8.75	I	114
C10381	30/09/2008		I	CI/2	905.000	Bill Milham Post Cards - Job 8246 - Delivery IOA - 5 grams.  	0.0800	0.0900	72.400	Bill Milham Post Cards	S	9.05	I	114
C10381	30/09/2008		I	FS	142.400	Fuel Surcharge	0.0700	0.0788	9.968	Bill Milham Post Cards	S	1.25	I	114

C10382	30/09/2008		I	CI/1	3100.000	Butler Livestock Services - Job 8094 - Delivery IOA - 25 grams.  	0.0825	0.0928	255.750	Butler Livestock Services	S	31.97	I	115
C10382	30/09/2008		I	FS	255.750	Fuel Surcharge	0.0700	0.0788	17.903	Butler Livestock Services	S	2.24	I	115

C10383	30/09/2008		I	CI/1	25943.000	C-Dax Mid September Dairy Flyer - Job 7904 - Delivery IOA - 10 grams.  	0.0600	0.0675	1556.580	C-Dax Mid September Dairy Flyer	S	194.57	I	116
C10383	30/09/2008		I	FS	1556.580	Fuel Surcharge	0.0700	0.0788	108.961	C-Dax Mid September Dairy Flyer	S	13.62	I	116

C10384	30/09/2008		I	CI/1	80202.000	C-Dax September Flyer - Job 8142 - Delivery IOA - 10 grams.  	0.0600	0.0675	4812.120	C-Dax September Flyer	S	601.52	I	116
C10384	30/09/2008		I	FS	4812.120	Fuel Surcharge	0.0700	0.0788	336.848	C-Dax September Flyer	S	42.11	I	116

C10385	30/09/2008	951966	I	CI/1	25587.000	Fil The Dairy Farmer Spring 2008 - Job 7848 - Delivery IOA - 30 grams.  	0.1200	0.1350	3070.440	Fil The Dairy Farmer Spring 2008	S	383.80	I	120
C10385	30/09/2008	951966	I	FS	3070.440	Fuel Surcharge	0.0700	0.0788	214.931	Fil The Dairy Farmer Spring 2008	S	26.87	I	120

C10386	30/09/2008		I	CI/1	25863.000	Heartland Sheep - Job 8144 - Delivery 28 Sep 2008 - 230 grams. Includes folding fee 0.0100 cents. 	0.2200	0.2475	5689.860	Heartland Sheep	S	711.23	I	124

C10387	30/09/2008		I	CI/1	75684.000	NZ Farmers Weekly - Job 7881 - Delivery 01 Sep 2008 - 105 grams.  	0.0875	0.0984	6622.350	NZ Farmers Weekly	S	827.79	I	124
C10387	30/09/2008		I	CI/2	75684.000	NZ Farmers Weekly - Job 7882 - Delivery 08 Sep 2008 - 85 grams.  	0.0720	0.0810	5449.248	NZ Farmers Weekly	S	681.16	I	124
C10387	30/09/2008		I	CI/3	75684.000	NZ Farmers Weekly - Job 7883 - Delivery 15 Sep 2008 - 118 grams.  	0.0875	0.0984	6622.350	NZ Farmers Weekly	S	827.79	I	124
C10387	30/09/2008		I	CI/4	75684.000	NZ Farmers Weekly - Job 7884 - Delivery 22 Sep 2008 - 103 grams.  	0.0875	0.0984	6622.350	NZ Farmers Weekly	S	827.79	I	124
C10387	30/09/2008		I	CI/5	81307.000	NZ Farmers Weekly  - Job 8127 - Delivery 29 Sep 2008 - 95 grams. Includes folding fee 0.0100 cents. 	0.1195	0.1344	9716.187	NZ Farmers Weekly 	S	1214.52	I	124

C10388	30/09/2008		I	CI/1	10911.000	Lifestyle Express - 2nd Issue - Job 8106 - Delivery 15 Sep 2008 - 25 grams.  	0.0700	0.0788	763.770	Lifestyle Express - 2nd Issue	S	95.47	I	125
C10388	30/09/2008		I	FS	763.770	Fuel Surcharge	0.0700	0.0788	53.464	Lifestyle Express - 2nd Issue	S	6.68	I	125

C10389	30/09/2008	111369	I	CI/1	1910.000	Dairy NZ Flyer - Job 8320 - Delivery 30 Sep 2008 - 25 grams.  	0.0700	0.0788	133.700	Dairy NZ Flyer	S	16.71	I	233
C10389	30/09/2008	111369	I	FS	133.700	Fuel Surcharge	0.0700	0.0788	9.359	Dairy NZ Flyer	S	1.17	I	233

C10390	30/09/2008	111297	I	CI/1	1458.000	Local Link - Jo Deutz Ebeling - Job 8247 - Delivery IOA - 5 grams.  	0.0800	0.0900	116.640	Local Link - Jo Deutz Ebeling	S	14.58	I	233
C10390	30/09/2008	111297	I	FS	116.640	Fuel Surcharge	0.0700	0.0788	8.165	Local Link - Jo Deutz Ebeling	S	1.02	I	233

C10391	30/09/2008		I	CI/1	913.000	Preside Postcard - Job 8085 - Delivery 15 Sep 2008 - 25 grams.  	0.0700	0.0788	63.910	Preside Postcard	S	7.99	I	132
C10391	30/09/2008		I	FS	63.910	Fuel Surcharge	0.0700	0.0788	4.474	Preside Postcard	S	0.56	I	132

C10392	30/09/2008		I	CI/1	3056.000	Cambridge News - Job 8065 - Delivery 12 Sep 2008 - 75 grams.  	0.0850	0.0956	259.760	Cambridge News	S	32.47	I	136
C10392	30/09/2008		I	CI/2	3056.000	Cambridge News - Job 8066 - Delivery 26 Sep 2008 - 75 grams.  	0.0850	0.0956	259.760	Cambridge News	S	32.47	I	136
C10392	30/09/2008		I	FS	519.520	Fuel Surcharge	0.0700	0.0788	36.366	Cambridge News	S	4.55	I	136

C10393	30/09/2008		I	CI/1	12747.000	Magister - Job 8112 - Delivery 21 Sep 2008 - 25 grams.  	0.0700	0.0788	892.290	Magister	S	111.54	I	138
C10393	30/09/2008		I	FS	892.290	Fuel Surcharge	0.0700	0.0788	62.460	Magister	S	7.81	I	138

C10394	30/09/2008		I	CI/1	2797.000	Metarex - Job 8092 - Delivery 14 Sep 2008 - 25 grams.  	0.0700	0.0788	195.790	Metarex	S	24.47	I	138
C10394	30/09/2008		I	FS	195.790	Fuel Surcharge	0.0700	0.0788	13.705	Metarex	S	1.71	I	138

C10395	30/09/2008	178684 July - Sep	I	CI/1	4032.000	Cambridge Edition - Job 7913 - Delivery 03 Sep 2008 - 118 grams.  	0.0900	0.1012	362.880	Cambridge Edition	S	45.36	I	141
C10395	30/09/2008	178684 July - Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C10395	30/09/2008	178684 July - Sep	I	CI/2	4032.000	Cambridge Edition - Job 7914 - Delivery 10 Sep 2008 - 262 grams.  	0.1150	0.1294	463.680	Cambridge Edition	S	57.96	I	141
C10395	30/09/2008	178684 July - Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C10395	30/09/2008	178684 July - Sep	I	CI/3	4032.000	Cambridge Edition - Job 7915 - Delivery 17 Sep 2008 - 240 grams.  	0.1050	0.1181	423.360	Cambridge Edition	S	52.92	I	141
C10395	30/09/2008	178684 July - Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C10395	30/09/2008	178684 July - Sep	I	CI/4	4032.000	Cambridge Edition - Job 7916 - Delivery 24 Sep 2008 - 342 grams.  	0.1250	0.1406	504.000	Cambridge Edition	S	63.00	I	141
C10395	30/09/2008	178684 July - Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C10395	30/09/2008	178684 July - Sep	I	FS	1761.920	Fuel Surcharge	0.0700	0.0788	123.334	Cambridge Edition	S	15.42	I	141

C10396	30/09/2008	178761 July - Sep	I	CI/1	2975.000	Dargaville District News - Job 7928 - Delivery 03 Sep 2008 - 118 grams.  	0.0900	0.1012	267.750	Dargaville District News	S	33.47	I	141
C10396	30/09/2008	178761 July - Sep	I	CI/2	2975.000	Dargaville District News - Job 7929 - Delivery 10 Sep 2008 - 69 grams.  	0.0800	0.0900	238.000	Dargaville District News	S	29.75	I	141
C10396	30/09/2008	178761 July - Sep	I	CI/3	2975.000	Dargaville District News - Job 7930 - Delivery 17 Sep 2008 - 64 grams.  	0.0800	0.0900	238.000	Dargaville District News	S	29.75	I	141
C10396	30/09/2008	178761 July - Sep	I	CI/4	2975.000	Dargaville District News - Job 7931 - Delivery 24 Sep 2008 - 187 grams.  	0.0950	0.1069	282.625	Dargaville District News	S	35.33	I	141
C10396	30/09/2008	178761 July - Sep	I	FS	1026.375	Fuel Surcharge	0.0700	0.0788	71.846	Dargaville District News	S	8.98	I	141

C10397	30/09/2008	178638 July - Sep	I	CI/1	11505.000	FCN - Thursday - Job 7938 - Delivery 04 Sep 2008 - 235 grams.  	0.1050	0.1181	1208.025	FCN - Thursday	S	151.00	I	141
C10397	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Thursday	S	2.44	I	141
C10397	30/09/2008	178638 July - Sep	I	CI/2	11505.000	FCN - Thursday - Job 7939 - Delivery 11 Sep 2008 - 225 grams.  	0.1050	0.1181	1208.025	FCN - Thursday	S	151.00	I	141
C10397	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Thursday	S	2.44	I	141
C10397	30/09/2008	178638 July - Sep	I	CI/3	11505.000	FCN - Thursday - Job 7940 - Delivery 18 Sep 2008 - 225 grams.  	0.1050	0.1181	1208.025	FCN - Thursday	S	151.00	I	141
C10397	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Thursday	S	2.44	I	141
C10397	30/09/2008	178638 July - Sep	I	CI/4	11505.000	FCN - Thursday - Job 7941 - Delivery 25 Sep 2008 - 245 grams.  	0.1050	0.1181	1208.025	FCN - Thursday	S	151.00	I	141
C10397	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Thursday	S	2.44	I	141
C10397	30/09/2008	178638 July - Sep	I	FS	4910.100	Fuel Surcharge	0.0700	0.0788	343.707	FCN - Thursday	S	42.96	I	141

C10398	30/09/2008	178638 July - Sep	I	CI/1	11505.000	FCN - Tuesday - Job 7933 - Delivery 02 Sep 2008 - 90 grams.  	0.0800	0.0900	920.400	FCN - Tuesday	S	115.05	I	141
C10398	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Tuesday	S	2.44	I	141
C10398	30/09/2008	178638 July - Sep	I	CI/2	11505.000	FCN - Tuesday - Job 7934 - Delivery 09 Sep 2008 - 80 grams.  	0.0800	0.0900	920.400	FCN - Tuesday	S	115.05	I	141
C10398	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Tuesday	S	2.44	I	141
C10398	30/09/2008	178638 July - Sep	I	CI/3	11505.000	FCN - Tuesday - Job 7935 - Delivery 16 Sep 2008 - 150 grams.  	0.0900	0.1012	1035.450	FCN - Tuesday	S	129.43	I	141
C10398	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Tuesday	S	2.44	I	141
C10398	30/09/2008	178638 July - Sep	I	CI/4	11505.000	FCN - Tuesday - Job 7936 - Delivery 23 Sep 2008 - 90 grams.  	0.0800	0.0900	920.400	FCN - Tuesday	S	115.05	I	141
C10398	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Tuesday	S	2.44	I	141
C10398	30/09/2008	178638 July - Sep	I	CI/5	11505.000	FCN - Tuesday - Job 7937 - Delivery 30 Sep 2008 - 90 grams.  	0.0800	0.0900	920.400	FCN - Tuesday	S	115.05	I	141
C10398	30/09/2008	178638 July - Sep	I	C150	13.000	Bundles	1.5000	1.6875	19.500	FCN - Tuesday	S	2.44	I	141
C10398	30/09/2008	178638 July - Sep	I	FS	4814.550	Fuel Surcharge	0.0700	0.0788	337.019	FCN - Tuesday	S	42.13	I	141

C10399	30/09/2008	180807 June - Sep	I	CI/1	2201.000	Matamata Chronicle - Job 7943 - Delivery 02 Sep 2008 - 203 grams. Includes folding fee 0.0100 cents. 	0.1150	0.1294	253.115	Matamata Chronicle	S	31.64	I	141
C10399	30/09/2008	180807 June - Sep	I	CI/2	2201.000	Matamata Chronicle - Job 7944 - Delivery 09 Sep 2008 - 276 grams. Includes folding fee 0.0100 cents. 	0.1150	0.1294	253.115	Matamata Chronicle	S	31.64	I	141
C10399	30/09/2008	180807 June - Sep	I	CI/3	2216.000	Matamata Chronicle - Job 7945 - Delivery 16 Sep 2008 - 235 grams. Includes folding fee 0.0100 cents. 	0.1150	0.1294	254.840	Matamata Chronicle	S	31.85	I	141
C10399	30/09/2008	180807 June - Sep	I	CI/4	2216.000	Matamata Chronicle - Job 7946 - Delivery 23 Sep 2008 - 372 grams. Includes folding fee 0.0100 cents. 	0.1400	0.1575	310.240	Matamata Chronicle	S	38.78	I	141
C10399	30/09/2008	180807 June - Sep	I	CI/5	2216.000	Matamata Chronicle - Job 7947 - Delivery 30 Sep 2008 - 181 grams.  	0.0950	0.1069	210.520	Matamata Chronicle	S	26.32	I	141
C10399	30/09/2008	180807 June - Sep	I	FS	1281.830	Fuel Surcharge	0.0700	0.0788	89.728	Matamata Chronicle	S	11.22	I	141

C10400	30/09/2008	180856 June - Sep	I	CI/1	3076.000	Nth Waikato News - Job 7948 - Delivery 03 Sep 2008 - 95 grams.  	0.0800	0.0900	246.080	Nth Waikato News	S	30.76	I	141
C10400	30/09/2008	180856 June - Sep	I	CI/2	3076.000	Nth Waikato News - Job 7949 - Delivery 10 Sep 2008 - 55 grams.  	0.0800	0.0900	246.080	Nth Waikato News	S	30.76	I	141
C10400	30/09/2008	180856 June - Sep	I	CI/3	3076.000	Nth Waikato News - Job 7950 - Delivery 17 Sep 2008 - 85 grams.  	0.0800	0.0900	246.080	Nth Waikato News	S	30.76	I	141
C10400	30/09/2008	180856 June - Sep	I	CI/4	3076.000	Nth Waikato News - Job 7951 - Delivery 24 Sep 2008 - 55 grams.  	0.0800	0.0900	246.080	Nth Waikato News	S	30.76	I	141
C10400	30/09/2008	180856 June - Sep	I	FS	984.320	Fuel Surcharge	0.0700	0.0788	68.902	Nth Waikato News	S	8.61	I	141

C10401	30/09/2008	182443 July/Sep	I	CI/1	3792.000	Piako Post - Job 7953 - Delivery 03 Sep 2008 - 156 grams.  	0.1050	0.1181	398.160	Piako Post	S	49.77	I	141
C10401	30/09/2008	182443 July/Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Piako Post	S	0.25	I	141
C10401	30/09/2008	182443 July/Sep	I	CI/2	3792.000	Piako Post - Job 7954 - Delivery 10 Sep 2008 - 228 grams.  	0.1150	0.1294	436.080	Piako Post	S	54.51	I	141
C10401	30/09/2008	182443 July/Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Piako Post	S	0.25	I	141
C10401	30/09/2008	182443 July/Sep	I	CI/3	3792.000	Piako Post - Job 7955 - Delivery 17 Sep 2008 - 246 grams.  	0.1150	0.1294	436.080	Piako Post	S	54.51	I	141
C10401	30/09/2008	182443 July/Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Piako Post	S	0.25	I	141
C10401	30/09/2008	182443 July/Sep	I	CI/4	3792.000	Piako Post - Job 7956 - Delivery 24 Sep 2008 - 364 grams.  	0.1300	0.1463	492.960	Piako Post	S	61.62	I	141
C10401	30/09/2008	182443 July/Sep	I	C100	2.000	Bundles	1.0000	1.1250	2.000	Piako Post	S	0.25	I	141
C10401	30/09/2008	182443 July/Sep	I	FS	1771.280	Fuel Surcharge	0.0700	0.0788	123.990	Piako Post	S	15.50	I	141

C10402	30/09/2008	187481 July-Sep	I	CI/1	3195.000	Rotorua Review - Job 7958 - Delivery 02 Sep 2008 - 100 grams.  	0.0900	0.1012	287.550	Rotorua Review	S	35.94	I	141
C10402	30/09/2008	187481 July-Sep	I	C150	2.000	Bundles	1.5000	1.6875	3.000	Rotorua Review	S	0.38	I	141
C10402	30/09/2008	187481 July-Sep	I	CI/2	3195.000	Rotorua Review - Job 7959 - Delivery 09 Sep 2008 - 102 grams.  	0.0900	0.1012	287.550	Rotorua Review	S	35.94	I	141
C10402	30/09/2008	187481 July-Sep	I	C150	2.000	Bundles	1.5000	1.6875	3.000	Rotorua Review	S	0.38	I	141
C10402	30/09/2008	187481 July-Sep	I	CI/3	3195.000	Rotorua Review - Job 7960 - Delivery 16 Sep 2008 - 60 grams.  	0.0800	0.0900	255.600	Rotorua Review	S	31.95	I	141
C10402	30/09/2008	187481 July-Sep	I	C150	2.000	Bundles	1.5000	1.6875	3.000	Rotorua Review	S	0.38	I	141
C10402	30/09/2008	187481 July-Sep	I	CI/4	3195.000	Rotorua Review - Job 7961 - Delivery 23 Sep 2008 - 60 grams.  	0.0800	0.0900	255.600	Rotorua Review	S	31.95	I	141
C10402	30/09/2008	187481 July-Sep	I	C150	2.000	Bundles	1.5000	1.6875	3.000	Rotorua Review	S	0.38	I	141
C10402	30/09/2008	187481 July-Sep	I	CI/5	3195.000	Rotorua Review - Job 7962 - Delivery 30 Sep 2008 - 74 grams.  	0.0800	0.0900	255.600	Rotorua Review	S	31.95	I	141
C10402	30/09/2008	187481 July-Sep	I	C150	2.000	Bundles	1.5000	1.6875	3.000	Rotorua Review	S	0.38	I	141
C10402	30/09/2008	187481 July-Sep	I	FS	1356.900	Fuel Surcharge	0.0700	0.0788	94.983	Rotorua Review	S	11.87	I	141

C10403	30/09/2008	187481	I	CI/1	3425.000	Rotorua Review CW LV Martin - Job 7912 - Delivery 23 Sep 2008 - 10 grams.  	0.0700	0.0788	239.750	Rotorua Review CW LV Martin	S	29.97	I	141
C10403	30/09/2008	187481	I	C150	1.000	Bundles	1.5000	1.6875	1.500	Rotorua Review CW LV Martin	S	0.19	I	141
C10403	30/09/2008	187481	I	FS	241.250	Fuel Surcharge	0.0700	0.0788	16.888	Rotorua Review CW LV Martin	S	2.11	I	141

C10404	30/09/2008	179469 July - Sep	I	CI/1	2382.000	Sth Waikato News - Job 7963 - Delivery 03 Sep 2008 - 118 grams.  	0.0900	0.1012	214.380	Sth Waikato News	S	26.80	I	141
C10404	30/09/2008	179469 July - Sep	I	CI/2	2382.000	Sth Waikato News - Job 7964 - Delivery 10 Sep 2008 - 330 grams.  	0.1250	0.1406	297.750	Sth Waikato News	S	37.22	I	141
C10404	30/09/2008	179469 July - Sep	I	CI/3	2382.000	Sth Waikato News - Job 7965 - Delivery 17 Sep 2008 - 230 grams.  	0.1050	0.1181	250.110	Sth Waikato News	S	31.26	I	141
C10404	30/09/2008	179469 July - Sep	I	CI/4	2382.000	Sth Waikato News - Job 7966 - Delivery 24 Sep 2008 - 224 grams.  	0.1050	0.1181	250.110	Sth Waikato News	S	31.26	I	141
C10404	30/09/2008	179469 July - Sep	I	FS	1012.350	Fuel Surcharge	0.0700	0.0788	70.865	Sth Waikato News	S	8.86	I	141

C10405	30/09/2008	PO # 199290	I	CI/1	11656.000	Waikato Farmers Newspaper - Job 7911 - Delivery 11 Sep 2008 - 124 grams.  	0.1600	0.1800	1864.960	Waikato Farmers Newspaper	S	233.12	I	141
C10405	30/09/2008	PO # 199290	I	FS	1864.960	Fuel Surcharge	0.0700	0.0788	130.547	Waikato Farmers Newspaper	S	16.32	I	141

C10406	30/09/2008	178761 July - Sep	I	CI/1	8100.000	Whangarei Leader - Job 7968 - Delivery 02 Sep 2008 - 59 grams. Includes folding fee 0.0100 cents. 	0.0800	0.0900	648.000	Whangarei Leader	S	81.00	I	141
C10406	30/09/2008	178761 July - Sep	I	CI/2	8100.000	Whangarei Leader - Job 7969 - Delivery 09 Sep 2008 - 91 grams. Includes folding fee 0.0100 cents. 	0.0800	0.0900	648.000	Whangarei Leader	S	81.00	I	141
C10406	30/09/2008	178761 July - Sep	I	CI/3	8100.000	Whangarei Leader - Job 7970 - Delivery 16 Sep 2008 - 50 grams. Includes folding fee 0.0100 cents. 	0.0800	0.0900	648.000	Whangarei Leader	S	81.00	I	141
C10406	30/09/2008	178761 July - Sep	I	CI/4	8100.000	Whangarei Leader - Job 7971 - Delivery 23 Sep 2008 - 60 grams. Includes folding fee 0.0100 cents. 	0.0800	0.0900	648.000	Whangarei Leader	S	81.00	I	141
C10406	30/09/2008	178761 July - Sep	I	CI/5	8100.000	Whangarei Leader - Job 7972 - Delivery 30 Sep 2008 - 51 grams. Includes folding fee 0.0100 cents. 	0.0800	0.0900	648.000	Whangarei Leader	S	81.00	I	141
C10406	30/09/2008	178761 July - Sep	I	FS	3240.000	Fuel Surcharge	0.0700	0.0788	226.800	Whangarei Leader	S	28.35	I	141

C10407	30/09/2008	PSO58	I	CI/1	22395.000	Pasture & Forage Seed - Job 8021 - Delivery 10 Sep 2008 - 35 grams.  	0.0975	0.1097	2183.513	Pasture & Forage Seed	S	272.94	I	243
C10407	30/09/2008	PSO58	I	FS	2183.513	Fuel Surcharge	0.0700	0.0788	152.846	Pasture & Forage Seed	S	19.11	I	243

C10408	30/09/2008		I	CI/1	561.000	AG Direct - Job 8250 - Delivery 23 Sep 2008 - 5 grams.  	0.1515	0.1704	84.992	AG Direct	S	10.62	I	131
C10408	30/09/2008		I	FS	84.992	Fuel Surcharge	0.0700	0.0788	5.949	AG Direct	S	0.74	I	131

C10409	30/09/2008		I	CI/1	5554.000	Mt Pokaka - Job 8213 - Delivery 22 Sep 2008 - 6 grams.  	0.0700	0.0788	388.780	Mt Pokaka	S	48.60	I	131
C10409	30/09/2008		I	FS	388.780	Fuel Surcharge	0.0700	0.0788	27.215	Mt Pokaka	S	3.40	I	131

C10410	30/09/2008		I	CI/1	6281.000	Placemakers Taupo - Job 8063 - Delivery 11 Sep 2008 - 25 grams.  	0.0850	0.0956	533.885	Placemakers Taupo	S	66.74	I	237
C10410	30/09/2008		I	FS	533.885	Fuel Surcharge	0.0700	0.0788	37.372	Placemakers Taupo	S	4.67	I	237

C10411	30/09/2008		I	CI/1	22356.000	Pasture & Forage Seed - Job 7844 - Delivery 10 Sep 2008 - 0 grams.  	0.0000	0.0000	0.000	Pasture & Forage Seed	S	0.00	I	242

C10412	30/09/2008	868	I	CI/1	2471.000	Alex Mowat Contracting - Job 8113 - Delivery 29 Sep 2008 - 25 grams.  	0.0700	0.0788	172.970	Alex Mowat Contracting	S	21.62	I	159
C10412	30/09/2008		I	CI/2	2471.000	Andy Molloy DLE Flyer - Job 8079 - Delivery 01 Sep 2008 - 25 grams.  	0.0700	0.0788	172.970	Andy Molloy DLE Flyer	S	21.62	I	159
